"Plot Title: "
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10951892, SEN S/N: 10951892)","Coupler Attached (LGR S/N: 10951892)","Host Connected (LGR S/N: 10951892)","Stopped (LGR S/N: 10951892)","End Of File (LGR S/N: 10951892)"
1,03/10/20 06:00:00 PM,19.662,,,,
2,03/10/20 07:00:00 PM,19.758,,,,
3,03/10/20 08:00:00 PM,19.472,,,,
4,03/10/20 09:00:00 PM,19.187,,,,
5,03/10/20 10:00:00 PM,19.472,,,,
6,03/10/20 11:00:00 PM,19.662,,,,
7,03/11/20 12:00:00 AM,19.758,,,,
8,03/11/20 01:00:00 AM,19.758,,,,
9,03/11/20 02:00:00 AM,19.662,,,,
10,03/11/20 03:00:00 AM,19.472,,,,
11,03/11/20 04:00:00 AM,19.187,,,,
12,03/11/20 05:00:00 AM,18.901,,,,
13,03/11/20 06:00:00 AM,18.521,,,,
14,03/11/20 07:00:00 AM,18.331,,,,
15,03/11/20 08:00:00 AM,17.760,,,,
16,03/11/20 09:00:00 AM,18.521,,,,
17,03/11/20 10:00:00 AM,18.996,,,,
18,03/11/20 11:00:00 AM,19.377,,,,
19,03/11/20 12:00:00 PM,19.567,,,,
20,03/11/20 01:00:00 PM,19.567,,,,
21,03/11/20 02:00:00 PM,19.758,,,,
22,03/11/20 03:00:00 PM,19.662,,,,
23,03/11/20 04:00:00 PM,19.472,,,,
24,03/11/20 05:00:00 PM,19.282,,,,
25,03/11/20 06:00:00 PM,18.996,,,,
26,03/11/20 07:00:00 PM,18.806,,,,
27,03/11/20 08:00:00 PM,18.521,,,,
28,03/11/20 09:00:00 PM,18.236,,,,
29,03/11/20 10:00:00 PM,17.950,,,,
30,03/11/20 11:00:00 PM,17.570,,,,
31,03/12/20 12:00:00 AM,17.189,,,,
32,03/12/20 01:00:00 AM,16.808,,,,
33,03/12/20 02:00:00 AM,16.332,,,,
34,03/12/20 03:00:00 AM,15.951,,,,
35,03/12/20 04:00:00 AM,15.473,,,,
36,03/12/20 05:00:00 AM,15.091,,,,
37,03/12/20 06:00:00 AM,14.709,,,,
38,03/12/20 07:00:00 AM,14.421,,,,
39,03/12/20 08:00:00 AM,15.282,,,,
40,03/12/20 09:00:00 AM,16.903,,,,
41,03/12/20 10:00:00 AM,18.236,,,,
42,03/12/20 11:00:00 AM,18.996,,,,
43,03/12/20 12:00:00 PM,19.282,,,,
44,03/12/20 01:00:00 PM,19.853,,,,
45,03/12/20 02:00:00 PM,19.853,,,,
46,03/12/20 03:00:00 PM,19.853,,,,
47,03/12/20 04:00:00 PM,19.662,,,,
48,03/12/20 05:00:00 PM,19.567,,,,
49,03/12/20 06:00:00 PM,19.282,,,,
50,03/12/20 07:00:00 PM,19.092,,,,
51,03/12/20 08:00:00 PM,18.806,,,,
52,03/12/20 09:00:00 PM,18.521,,,,
53,03/12/20 10:00:00 PM,18.140,,,,
54,03/12/20 11:00:00 PM,17.760,,,,
55,03/13/20 12:00:00 AM,17.379,,,,
56,03/13/20 01:00:00 AM,16.999,,,,
57,03/13/20 02:00:00 AM,16.618,,,,
58,03/13/20 03:00:00 AM,16.237,,,,
59,03/13/20 04:00:00 AM,15.855,,,,
60,03/13/20 05:00:00 AM,15.473,,,,
61,03/13/20 06:00:00 AM,15.091,,,,
62,03/13/20 07:00:00 AM,14.900,,,,
63,03/13/20 08:00:00 AM,15.378,,,,
64,03/13/20 09:00:00 AM,16.713,,,,
65,03/13/20 10:00:00 AM,17.760,,,,
66,03/13/20 11:00:00 AM,18.426,,,,
67,03/13/20 12:00:00 PM,18.901,,,,
