"Plot Title: Test_3"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20685706, SEN S/N: 20685706)","Coupler Attached (LGR S/N: 20685706)","Host Connected (LGR S/N: 20685706)","Stopped (LGR S/N: 20685706)","End Of File (LGR S/N: 20685706)"
1,08/18/20 18:00:00,23.100,,,,
2,08/18/20 18:30:00,23.100,,,,
3,08/18/20 19:00:00,23.196,,,,
4,08/18/20 19:30:00,23.196,,,,
5,08/18/20 20:00:00,23.196,,,,
6,08/18/20 20:30:00,23.292,,,,
7,08/18/20 21:00:00,23.292,,,,
8,08/18/20 21:30:00,23.292,,,,
9,08/18/20 22:00:00,23.388,,,,
10,08/18/20 22:30:00,23.388,,,,
11,08/18/20 23:00:00,23.388,,,,
12,08/18/20 23:30:00,23.388,,,,
13,08/19/20 00:00:00,23.388,,,,
14,08/19/20 00:30:00,23.292,,,,
15,08/19/20 01:00:00,23.292,,,,
16,08/19/20 01:30:00,23.292,,,,
17,08/19/20 02:00:00,23.196,,,,
18,08/19/20 02:30:00,23.196,,,,
19,08/19/20 03:00:00,23.100,,,,
20,08/19/20 03:30:00,23.100,,,,
21,08/19/20 04:00:00,23.004,,,,
22,08/19/20 04:30:00,22.908,,,,
23,08/19/20 05:00:00,22.908,,,,
24,08/19/20 05:30:00,22.812,,,,
25,08/19/20 06:00:00,22.717,,,,
26,08/19/20 06:30:00,22.621,,,,
27,08/19/20 07:00:00,22.525,,,,
28,08/19/20 07:30:00,22.429,,,,
29,08/19/20 08:00:00,22.333,,,,
30,08/19/20 08:30:00,22.238,,,,
31,08/19/20 09:00:00,22.142,,,,
32,08/19/20 09:30:00,22.046,,,,
33,08/19/20 10:00:00,21.951,,,,
34,08/19/20 10:30:00,21.855,,,,
35,08/19/20 11:00:00,21.760,,,,
36,08/19/20 11:30:00,21.664,,,,
37,08/19/20 12:00:00,21.664,,,,
38,08/19/20 12:30:00,21.569,,,,
39,08/19/20 13:00:00,21.473,,,,
40,08/19/20 13:30:00,21.473,,,,
41,08/19/20 14:00:00,21.473,,,,
42,08/19/20 14:30:00,21.473,,,,
43,08/19/20 15:00:00,21.473,,,,
44,08/19/20 15:30:00,21.473,,,,
45,08/19/20 16:00:00,21.569,,,,
46,08/19/20 16:30:00,21.569,,,,
47,08/19/20 17:00:00,21.664,,,,
48,08/19/20 17:30:00,21.664,,,,
49,08/19/20 18:00:00,21.760,,,,
50,08/19/20 18:30:00,21.855,,,,
51,08/19/20 19:00:00,21.951,,,,
52,08/19/20 19:30:00,21.951,,,,
53,08/19/20 20:00:00,22.046,,,,
54,08/19/20 20:30:00,22.142,,,,
55,08/19/20 21:00:00,22.142,,,,
56,08/19/20 21:30:00,22.238,,,,
57,08/19/20 22:00:00,22.238,,,,
58,08/19/20 22:30:00,22.333,,,,
59,08/19/20 23:00:00,22.333,,,,
60,08/19/20 23:30:00,22.333,,,,
61,08/20/20 00:00:00,22.333,,,,
62,08/20/20 00:30:00,22.429,,,,
63,08/20/20 01:00:00,22.429,,,,
64,08/20/20 01:30:00,22.429,,,,
65,08/20/20 02:00:00,22.429,,,,
66,08/20/20 02:30:00,22.429,,,,
67,08/20/20 03:00:00,22.429,,,,
68,08/20/20 03:30:00,22.429,,,,
69,08/20/20 04:00:00,22.429,,,,
70,08/20/20 04:30:00,22.333,,,,
71,08/20/20 05:00:00,22.333,,,,
72,08/20/20 05:30:00,22.333,,,,
73,08/20/20 06:00:00,22.238,,,,
74,08/20/20 06:30:00,22.238,,,,
75,08/20/20 07:00:00,22.238,,,,
76,08/20/20 07:30:00,22.142,,,,
77,08/20/20 08:00:00,22.142,,,,
78,08/20/20 08:30:00,22.046,,,,
79,08/20/20 09:00:00,21.951,,,,
80,08/20/20 09:30:00,21.951,,,,
81,08/20/20 10:00:00,21.855,,,,
82,08/20/20 10:30:00,21.855,,,,
83,08/20/20 11:00:00,21.760,,,,
84,08/20/20 11:30:00,21.760,,,,
85,08/20/20 12:00:00,21.664,,,,
86,08/20/20 12:30:00,21.664,,,,
87,08/20/20 13:00:00,21.569,,,,
88,08/20/20 13:30:00,21.569,,,,
89,08/20/20 14:00:00,21.569,,,,
90,08/20/20 14:30:00,21.569,,,,
91,08/20/20 15:00:00,21.569,,,,
92,08/20/20 15:30:00,21.664,,,,
93,08/20/20 16:00:00,21.664,,,,
94,08/20/20 16:30:00,21.664,,,,
95,08/20/20 17:00:00,21.760,,,,
96,08/20/20 17:30:00,21.855,,,,
97,08/20/20 18:00:00,21.855,,,,
98,08/20/20 18:30:00,21.951,,,,
99,08/20/20 19:00:00,21.951,,,,
100,08/20/20 19:30:00,22.046,,,,
101,08/20/20 20:00:00,22.142,,,,
102,08/20/20 20:30:00,22.142,,,,
103,08/20/20 21:00:00,22.238,,,,
104,08/20/20 21:30:00,22.238,,,,
105,08/20/20 22:00:00,22.333,,,,
106,08/20/20 22:30:00,22.333,,,,
107,08/20/20 23:00:00,22.333,,,,
108,08/20/20 23:30:00,22.429,,,,
109,08/21/20 00:00:00,22.429,,,,
110,08/21/20 00:30:00,22.429,,,,
111,08/21/20 01:00:00,22.429,,,,
112,08/21/20 01:30:00,22.429,,,,
113,08/21/20 02:00:00,22.429,,,,
114,08/21/20 02:30:00,22.429,,,,
115,08/21/20 03:00:00,22.429,,,,
116,08/21/20 03:30:00,22.429,,,,
117,08/21/20 04:00:00,22.429,,,,
118,08/21/20 04:30:00,22.333,,,,
119,08/21/20 05:00:00,22.333,,,,
120,08/21/20 05:30:00,22.333,,,,
121,08/21/20 06:00:00,22.333,,,,
122,08/21/20 06:30:00,22.238,,,,
123,08/21/20 07:00:00,22.238,,,,
124,08/21/20 07:30:00,22.238,,,,
125,08/21/20 08:00:00,22.142,,,,
126,08/21/20 08:30:00,22.142,,,,
127,08/21/20 09:00:00,22.142,,,,
128,08/21/20 09:30:00,22.046,,,,
129,08/21/20 10:00:00,22.046,,,,
130,08/21/20 10:30:00,21.951,,,,
131,08/21/20 11:00:00,21.951,,,,
132,08/21/20 11:30:00,21.855,,,,
133,08/21/20 12:00:00,21.855,,,,
134,08/21/20 12:30:00,21.855,,,,
135,08/21/20 13:00:00,21.855,,,,
136,08/21/20 13:30:00,21.760,,,,
137,08/21/20 14:00:00,21.760,,,,
