"Plot Title: WILSPRW_H"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10951888, SEN S/N: 10951888, LBL: Temp)","Coupler Attached (LGR S/N: 10951888)","Host Connected (LGR S/N: 10951888)","Stopped (LGR S/N: 10951888)","End Of File (LGR S/N: 10951888)"
1,07/07/22 12:00:00,18.996,,,,
2,07/07/22 12:30:00,20.996,,,,
3,07/07/22 13:00:00,21.091,,,,
4,07/07/22 13:30:00,20.043,,,,
5,07/07/22 14:00:00,20.043,,,,
6,07/07/22 14:30:00,18.901,,,,
7,07/07/22 15:00:00,19.092,,,,
8,07/07/22 15:30:00,20.138,,,,
9,07/07/22 16:00:00,28.853,,,,
10,07/07/22 16:30:00,25.319,,,,
11,07/07/22 17:00:00,22.046,,,,
12,07/07/22 17:30:00,20.901,,,,
13,07/07/22 18:00:00,23.869,,,,
14,07/07/22 18:30:00,23.966,,,,
15,07/07/22 19:00:00,24.351,,,,
16,07/07/22 19:30:00,20.901,,,,
17,07/07/22 20:00:00,19.948,,,,
18,07/07/22 20:30:00,18.806,,,,
19,07/07/22 21:00:00,17.475,,,,
20,07/07/22 21:30:00,16.999,,,,
21,07/07/22 22:00:00,16.237,,,,
22,07/07/22 22:30:00,15.760,,,,
23,07/07/22 23:00:00,15.091,,,,
24,07/07/22 23:30:00,14.613,,,,
25,07/08/22 00:00:00,14.804,,,,
26,07/08/22 00:30:00,15.091,,,,
27,07/08/22 01:00:00,15.187,,,,
28,07/08/22 01:30:00,15.091,,,,
29,07/08/22 02:00:00,14.900,,,,
30,07/08/22 02:30:00,14.709,,,,
31,07/08/22 03:00:00,14.517,,,,
32,07/08/22 03:30:00,14.230,,,,
33,07/08/22 04:00:00,13.846,,,,
34,07/08/22 04:30:00,13.558,,,,
35,07/08/22 05:00:00,13.269,,,,
36,07/08/22 05:30:00,12.980,,,,
37,07/08/22 06:00:00,12.594,,,,
38,07/08/22 06:30:00,12.304,,,,
39,07/08/22 07:00:00,12.013,,,,
40,07/08/22 07:30:00,11.916,,,,
41,07/08/22 08:00:00,11.819,,,,
42,07/08/22 08:30:00,11.916,,,,
43,07/08/22 09:00:00,12.401,,,,
44,07/08/22 09:30:00,13.654,,,,
45,07/08/22 10:00:00,19.187,,,,
46,07/08/22 10:30:00,17.950,,,,
47,07/08/22 11:00:00,19.662,,,,
48,07/08/22 11:30:00,20.519,,,,
49,07/08/22 12:00:00,4.102,,,,
50,07/08/22 12:30:00,4.102,,,,
51,07/08/22 13:00:00,4.207,,,,
52,07/08/22 13:30:00,4.102,,,,
53,07/08/22 14:00:00,4.102,,,,
54,07/08/22 14:30:00,4.102,,,,
55,07/08/22 15:00:00,4.102,,,,
56,07/08/22 15:30:00,4.102,,,,
57,07/08/22 16:00:00,4.102,,,,
58,07/08/22 16:30:00,4.102,,,,
59,07/08/22 17:00:00,4.102,,,,
60,07/08/22 17:30:00,4.102,,,,
61,07/08/22 18:00:00,4.102,,,,
62,07/08/22 18:30:00,4.102,,,,
63,07/08/22 19:00:00,4.102,,,,
64,07/08/22 19:30:00,4.102,,,,
65,07/08/22 20:00:00,4.102,,,,
66,07/08/22 20:30:00,4.102,,,,
67,07/08/22 21:00:00,4.102,,,,
68,07/08/22 21:30:00,4.102,,,,
69,07/08/22 22:00:00,4.102,,,,
70,07/08/22 22:30:00,4.102,,,,
71,07/08/22 23:00:00,4.102,,,,
72,07/08/22 23:30:00,4.102,,,,
73,07/09/22 00:00:00,4.102,,,,
74,07/09/22 00:30:00,4.102,,,,
75,07/09/22 01:00:00,4.102,,,,
76,07/09/22 01:30:00,4.102,,,,
77,07/09/22 02:00:00,4.102,,,,
78,07/09/22 02:30:00,4.102,,,,
79,07/09/22 03:00:00,4.102,,,,
80,07/09/22 03:30:00,4.102,,,,
81,07/09/22 04:00:00,4.102,,,,
82,07/09/22 04:30:00,4.102,,,,
83,07/09/22 05:00:00,4.102,,,,
84,07/09/22 05:30:00,4.102,,,,
85,07/09/22 06:00:00,4.102,,,,
86,07/09/22 06:30:00,4.102,,,,
87,07/09/22 07:00:00,4.102,,,,
88,07/09/22 07:30:00,4.102,,,,
89,07/09/22 08:00:00,4.102,,,,
90,07/09/22 08:30:00,4.102,,,,
91,07/09/22 09:00:00,4.102,,,,
92,07/09/22 09:30:00,4.102,,,,
93,07/09/22 10:00:00,4.102,,,,
94,07/09/22 10:30:00,4.102,,,,
95,07/09/22 11:00:00,4.102,,,,
96,07/09/22 11:30:00,4.102,,,,
97,07/09/22 12:00:00,4.102,,,,
98,07/09/22 12:30:00,4.102,,,,
99,07/09/22 13:00:00,4.102,,,,
100,07/09/22 13:30:00,4.207,,,,
101,07/09/22 14:00:00,4.102,,,,
102,07/09/22 14:30:00,4.102,,,,
103,07/09/22 15:00:00,4.102,,,,
104,07/09/22 15:30:00,4.102,,,,
105,07/09/22 16:00:00,4.102,,,,
106,07/09/22 16:30:00,4.102,,,,
107,07/09/22 17:00:00,4.102,,,,
108,07/09/22 17:30:00,4.102,,,,
109,07/09/22 18:00:00,4.102,,,,
110,07/09/22 18:30:00,4.102,,,,
111,07/09/22 19:00:00,4.102,,,,
112,07/09/22 19:30:00,4.102,,,,
113,07/09/22 20:00:00,4.102,,,,
114,07/09/22 20:30:00,4.102,,,,
115,07/09/22 21:00:00,4.102,,,,
116,07/09/22 21:30:00,4.102,,,,
117,07/09/22 22:00:00,4.102,,,,
118,07/09/22 22:30:00,4.102,,,,
119,07/09/22 23:00:00,4.102,,,,
120,07/09/22 23:30:00,4.102,,,,
121,07/10/22 00:00:00,4.102,,,,
122,07/10/22 00:30:00,4.102,,,,
123,07/10/22 01:00:00,4.102,,,,
124,07/10/22 01:30:00,4.102,,,,
125,07/10/22 02:00:00,4.102,,,,
126,07/10/22 02:30:00,4.102,,,,
127,07/10/22 03:00:00,4.102,,,,
128,07/10/22 03:30:00,4.102,,,,
129,07/10/22 04:00:00,4.102,,,,
130,07/10/22 04:30:00,4.102,,,,
131,07/10/22 05:00:00,4.102,,,,
132,07/10/22 05:30:00,4.102,,,,
133,07/10/22 06:00:00,4.102,,,,
134,07/10/22 06:30:00,4.102,,,,
135,07/10/22 07:00:00,4.102,,,,
136,07/10/22 07:30:00,4.102,,,,
137,07/10/22 08:00:00,4.102,,,,
138,07/10/22 08:30:00,4.102,,,,
139,07/10/22 09:00:00,4.102,,,,
140,07/10/22 09:30:00,4.102,,,,
141,07/10/22 10:00:00,4.102,,,,
142,07/10/22 10:30:00,4.102,,,,
143,07/10/22 11:00:00,4.102,,,,
